class_label,LHS,RHS
phishing,8501c64066$31ff7f09$d1db190c,barclays.co.u
phishing,cb01c6406b$663d832d$2d07e524,barclays.co.u
phishing,5101c6407d$a414f098$bf6ebd0c,barclays.co.u
phishing,1601c64083$911abf09$0d9ee6c1,barclays.co.u
phishing,34507364.20060314082855,ebay.co
phishing,060315024148.33F7F6CCE00,mail1.example.co
phishing,TFHRJQSQBJOPTBBQJFLAJHQ,comcast.ne
phishing,FTZADTGXGISSHDQBRVHFG,yahoo.co
phishing,060315113148.79AF96CCEDA,mail1.example.co
phishing,CHYPHTUHJHZTELSSBW,comcast.ne
phishing,060315123303.33DFE50004C,rocinante.example.co
phishing,060315134012.075A86CD004,mail1.example.co
phishing,060315160054.C22A26CD00F,mail1.example.co
phishing,060315161941.0E5D634D06D,amslmc04.loca
phishing,0603151941.k2FJfPd26447,www.wealthautopilot.co
phishing,0603151941.k2FJfPd26447,www.wealthautopilot.co
phishing,060316014704.B7E27C0525,box156.vectan.d
phishing,LWDZFDMCIMTLMNCMYRRWPY,getlucky.co
phishing,060316040123.638B06CCF29,mail1.example.co
phishing,060316042445.BCE5E6FA30D,mail2.example.co
phishing,0603160547.k2G5lNMQ020453,smsserve
phishing,0603161105.k2GB5BwG028092,sis.tecmilenio.edu.m
phishing,060316185418.E732CF104,vs114.internetdsl.tpnet.p
phishing,060316193531.B096D6CCFFB,mail1.example.co
phishing,JZJZGPUDOJLVNUOMFNKTO,comcast.ne
phishing,060316221742.6D7ED6CCD97,mail1.example.co
phishing,060316223411.F12746CCEDB,mail1.example.co
phishing,060317054655.042B56CCF76,mail1.example.co
phishing,AHUKSZXBJKDNVJSMAO,yahoo.co
phishing,YTWBVGTXPAQEOWZZLZKS,getlucky.co
phishing,E29ZqgIEPUTYg0wBr0000073f,SDE2
phishing,060318025321.C78D56CCE9E,mail1.example.co
phishing,060318054804.7963D6CCECE,mail1.example.co
phishing,VGQMWMPLNJIKEMIOHSIV,charter.ne
phishing,060318170121.914057042C7,mail.nuestrodiario.com.g
phishing,IYUXDTNEYKEYFQJTBP,hotmail.co
phishing,FKlSf-0005Br-Ft,linux.oriensoft.ne
phishing,060319065643.CFCC66CCEBA,mail1.example.co
phishing,PITUZUYSHAFHMUQMLW,hotmail.co
phishing,060319131333.9516160DC9D,mail.nuestrodiario.com.g
phishing,1a01c643f4$6db4e4c3$d630c8d8,barclays.co.u
phishing,42806031.49930.qmail,chase.co
phishing,LCHVNBOLVXWIARRPXEHAULR,yahoo.co
phishing,ef01c64479$a76b5e5c$563b62a7,barclays.co.u
phishing,2501c6447e$ab471d38$61625fdd,barclays.co.u
phishing,6101c6448a$cbc886c1$103ffb79,barclays.co.u
phishing,060320232235.268566CCF06,mail1.example.co
phishing,bd01c644b6$0fbbd448$feb33127,barclays.co.u
phishing,f501c644b9$4503dd15$4be3c0ad,barclays.co.u
phishing,3601c644c6$82ebfe61$75fd7b59,barclays.co.u
phishing,8401c644cb$0ff82365$5e30344e,barclays.co.u
phishing,6a01c644e3$3e3f924f$b8677f84,barclays.co.u
phishing,07468841.7127,paypal.co
phishing,060321124253.A02136CCF7B,mail1.example.co
phishing,vin,yahoo.co
phishing,060321142534.B83196FA363,mail2.example.co
phishing,QIIKWPVYOFCOERBMICC,msn.co
phishing,060322121303.D56AD6CCFDE,mail1.example.co
phishing,060322151711.93D0526C56F,kingofoctober.co
phishing,OZEMDPLQSKGLLOUTSKSNNS,yahoo.co
phishing,HPXNJHFTBLTYYTUBEYIGO,verizon.ne
phishing,060322190317.73E1A6CCEFB,mail1.example.co
phishing,TOMWPTNEAZDWTTQNFEU,yahoo.co
phishing,to-000122387043,smf-klm-02.corp.ebay.co
phishing,060323035027.D231B30C41E,mail1.example.co
phishing,ABYRZVXBICYAHDHHFJQNZ,yahoo.co
phishing,060323112239.B715830C4BE,mail1.example.co
phishing,060323145434.637B830C50D,mail1.example.co
phishing,43125419.0.1072412244140473126.qmail,jos
phishing,GZAHTMGJDSHQVTSKNPCSB,yahoo.co
phishing,43187290.7334,chase.co
phishing,060324062854.3DD686CCD7C,mail1.example.co
phishing,060324090250.250386CCDCD,mail1.example.co
phishing,43211220.15784.qmail,barclays.co.u
phishing,060324111348.DF59E6CCE36,mail1.example.co
phishing,nd,yahoo.co
phishing,OITMXXIJOUIJNSANJQZXL,yahoo.co
phishing,LFPDBJENHDALIJJOBIPBJEFJAB.abrock_qw,chase.co
phishing,BGXXJBJEKBLNRIDZYF,charter.ne
phishing,FNdze-0008B9-5L,cherry.ghshosting.co
phishing,XHNVHNAHEXYWFTXVAJ,yahoo.co
phishing,ZYCPPKSWPWNVXPKWWSU,earthlink.ne
phishing,FQHPTIKXYZFLXYBFUDRQCIP,hotmail.co
phishing,SMRQZZVWPBKMDPJLSKZ,comcast.ne
phishing,KSKJASZSBKPVJFJDKT,earthlink.ne
phishing,060328005415.D20AE606E8,Metalowiec.K.P
phishing,060327220918.8D4596CCE62,mail1.example.co
phishing,VLKITBZZBDLRHYDPITLYZXN,charter.ne
phishing,060328090235.70CDD6CCED6,mail1.example.co
phishing,ACRIZKTBLNHKVYYKSDNQBA,yahoo.co
phishing,060329174847.900E16CCE60,mail1.example.co
phishing,TABDMMXOPPDJGJJMBNFQZNV,earthlink.ne
phishing,060329225922.3C4D66CCE68,mail1.example.co
phishing,C01o8C7wyfwjHNuQu00001ac6,ccc01.saavoy.loca
phishing,VPXVKTGXMGWJROKFIEH,yahoo.co
phishing,rromagnet,yahoo.co
phishing,FGLZPJHXWGPWMSRQPQFTMFQ,earthlink.ne
phishing,FWHQYIKEHPJTCCSHVEMD,yahoo.co
phishing,060331063044.D2C0A6CCE6F,mail1.example.co
phishing,0603312040.k2VKe9h9009228,clocon.securesites.ne
phishing,DSEKUZIEVLGDXCGSWKJ,Chase.co
phishing,060401101927.E591144446DE,redakcja.trybuna.com.p
phishing,060401091917.5827B6CCE8C,mail1.example.co
phishing,QNYZZBIGMLNLEYTDYDUB,verizon.ne
phishing,BXWTKZDSYZFVYMFJQO,comcast.ne
phishing,060402090623.F17F9DB3DDD,distrad
phishing,060402114925.3378E1C7A0D,ns1.stenbak.la
phishing,SQYXHKWZYFXQKFJPBXJBI,earthlink.ne
phishing,0604021358.k32DwR0F030066,mail.mirle.c
phishing,MEOQQGXZSXFOFBKVHYSJVPR,Chase.co
phishing,EZZZCKEGVTMADAEUZFAK,yahoo.co
phishing,WKYJEKAOSLIXZISEOYBGN,yahoo.co
phishing,060403111053.860196CCF13,mail1.example.co
phishing,060403112103.27A9F6CCFCB,mail1.example.co
phishing,060403150319.516426CCF2E,mail1.example.co
phishing,OBTAIBTFXQPWVAIIBNOO,chaseonline.co
phishing,EWHQKKROFVCKMKTYIURK,verizon.ne
phishing,0604040308.k3438Fe04304,ns.int3rnet.co
phishing,SCHJHJADUTYPZEKALS,yahoo.co
phishing,SNUKUXBSUIHOITASQSQ,msn.co
phishing,NIXVVZJITUYRMFBJWOTMJNS,yahoo.co
phishing,FQqHH-0007vt-ET,brudas.kopernik.gliwice.p
phishing,060404185021.1278D29771D,GDExecOfficeServe
phishing,060405171714.B4C9EDD303C,localhos
phishing,0604052057.k35KvUqJ028418,boole.CRM.UMontreal.C
phishing,SKJTHDIKCFYQYJWXELFXP,comcast.ne
phishing,060406065304.4FBC06CCF0D,mail1.example.co
phishing,QPCLPNMIQIPKNNZNASMHZ,aol.co
phishing,060406211239.255FA6FA32F,mail2.example.co
phishing,YHEDTAEPQDUMLMTXHOUYQP,comcast.ne
phishing,NMHAHSGXDFFNXPXLINZX,yahoo.co
phishing,VMGNFRYEWTXJIFUPGZ,Chase.co
phishing,XRXHCQQRQBEKVVUWRNQI,Chase.co
phishing,060407121953.AB4236CCF01,mail1.example.co
phishing,ZTATWSIUQADVCNWUQQ,hotmail.co
phishing,JFAETSLFEJLOEYNFSPVVWB,hotmail.co
phishing,BPAGNXJVHHUAEVAXSTLJVTR,charter.ne
phishing,JLZBPGJPWXDCFGMGZUOJT,yahoo.co
phishing,FFJFCYRCQSTNWAXJMNVH,yahoo.co
phishing,NNFJMCAPYSOUPECTDEITF,hotmail.co
phishing,LMIJTMAYJWZLNIEOHQRBL,yahoo.co
phishing,WSYLTAUFEUDWXRBPSUIIEWE,verizon.ne
phishing,060409153414.7F3076CCD9B,mail1.example.co
phishing,FSnWe-0007qE-UL,newhost4.host4-server.co
phishing,UEUWRYJOVLIUUZTDQES,comcast.ne
phishing,UKKBYEMYBGEPUZWHVEDSD,yahoo.co
phishing,JUTTXQTWTIMVABWSIPPR,Chase.co
phishing,IBALiR9Odutox7nye00002d09,tribal.tribalfusiondelhi.co
phishing,9601c422c2$2ec49c2a$ee37327d,llv
phishing,060411163704.1213F6CCF17,mail1.example.co
phishing,0604112224.k3BMO9R4017628,mail.newlilylighting.co
phishing,FTRrr-0003AK-4n,celebrate.holydialer.co
phishing,VTCVGMUGEJKOPACFCE,earthlink.ne
phishing,JJHRWGAEQZQTJCRYQJZRPQB,yahoo.co
phishing,EAERKSRMVUBYVVSZSFAHJR,earthlink.ne
phishing,060411225736.30B1F6CCEF2,mail1.example.co
phishing,5201c65dff$cb496832$0e3f722f,qldsugar.co
phishing,STQPLHKQFFDDAURFRSWTFX,Chase.co
phishing,FTd1J-0003qp-5j,mail.crownoflife.org.u
phishing,FTdQY-0002Am-Bl,sls-ea2p17.indiaeservices.co
phishing,0604121646.k3CGjtA7032613,mx.gameco.com.a
phishing,KLQUSNCYSTCEXQQMEWTDC,PayPal.co
phishing,KLQUSNCYSTCEXQQMEWTDC,PayPal.co
phishing,0604122023.k3CKNh7p073995,comchina.vps.hknet.co
phishing,NYJTSLUFPSZPVGFMAYDAQ,aol.co
phishing,ZMKXTTHXDXYBCJFBQFESZLY,aol.co
phishing,EROTKONPRZZROOXNDG,yahoo.co
phishing,EPHYJQJEAXFCHVSQLV,earthlink.ne
phishing,060413075440.2C527869FD,mxis-gonesse.promotrans.f
phishing,060413110916.0E5226CCE37,mail1.example.co
phishing,060413112554.488746CCE68,mail1.example.co
phishing,UCEXZ1tazAfM0n0lu000009ec,bruce.apexcom.co
phishing,IUJISENPCJWGKADRPKLPNUI,yahoo.co
phishing,XFJQOKZMYMCBRQRNRBOO,earthlink.ne
phishing,060414051957.3F1AF436F6,poczta.transcomp.p
phishing,060414023235.09F726CCE72,mail1.example.co
phishing,060414024520.1793C6CCE7A,mail1.example.co
phishing,060414102640.45EF46CCDC0,mail1.example.co
phishing,NMFZLZUTPXEXTPKUPKJL,yahoo.co
phishing,VWZJZUXHSDQVFEHRSBOS,PayPal.co
phishing,71923401.20060414220152,ebay.co
phishing,BCFAGNXGDOCZYAWMFPIQG,yahoo.co
phishing,3897822.20050426184844,chasecards.co
phishing,060415121413.3F48C6CCEF9,mail1.example.co
phishing,6501c4fbfe$69b72da3$8af1c67e,oicfe
phishing,060416034330.44B086CCE60,mail1.example.co
phishing,060416064457.B41D16CCE87,mail1.example.co
phishing,LOGOKFELTSRAJJPEUY,yahoo.co
phishing,45197675.0.351275281476048768.qmail,jos
phishing,060416121824.650E86CCE35,mail1.example.co
phishing,OMEENHMTJVWYQSETWMQU,yahoo.co
phishing,45223821.0.64250453314872797.qmail,jos
phishing,FRQMQGUNCTTFBMLDSI,hotmail.co
phishing,BPCKJWGSCKEEMTFYRKPRINC,aol.co
phishing,0604171102.k3HB2NdR018993,alfa6.isp-service.bi
phishing,NVKDJIRDKLTORNLIRJEUWB,PayPal.co
phishing,0604172308.k3HN8RZp022741,ftp.shelltransource.co
phishing,WTNJYMDNCKBJANOQXMQX,PayPal.co
phishing,060418195311.1F81E6FA2E5,mail2.example.co
phishing,060418204354.5049948562A,tao.com.m
phishing,45369190.37345.qmail,chase.co
phishing,SIPKDWPROUUUZBHALXHS,PayPal.co
phishing,TBEUISGSYUQCTZOMBMJCO,yahoo.co
phishing,TBEUISGSYUQCTZOMBMJCO,yahoo.co
phishing,XUCXFRWSEBMBRPKXTQL,getlucky.co
phishing,060419114516.CC2812943FB,server7.web4a.d
phishing,sp,yahoo.co
phishing,060420022203.77CE16CCEB5,mail1.example.co
phishing,FWUYH-0007kz-Ak,cp.gomventshost.co
phishing,45537078.0.32837643994801574.qmail,jos
phishing,JKGDVKTMVKLHWYVUIRTNSOL,yahoo.co
phishing,060421154045.B36AC6FBDA2,mail2.example.co
phishing,45613976.0.4413633297195232.qmail,jos
phishing,060422054711.E05186CCE92,mail1.example.co
phishing,45705342.31873.qmail,wamu.co
phishing,060422153651.526C71BC75,lujan.example.co
phishing,060422162615.DAC411BC59,lujan.example.co
phishing,060424195225.0B5396CCE08,mail1.example.co
phishing,060424195225.0B5396CCE08,mail1.example.co
phishing,XTGAAIGAACILQCYTRVTX,PayPal.co
phishing,060425163509.71067207577,pin-webservice-2.d
phishing,060425172041.11F616FA30A,mail2.example.co
phishing,DYUQHWIRDQJVUPWBSGZXXJ,charter.ne
phishing,060426102716.26E00DD49D,clust10-www02.powweb.co
phishing,060426144530.AABD51DF999,mail.arma-bank.com.u
phishing,GLXYUSPJGGWSZFCPXTUYWS,msn.co
phishing,060426144641.49A2C6CCFE0,mail1.example.co
phishing,46131879.16804.qmail,paypal.co
phishing,060427080046.D805C6CCDCE,mail1.example.co
phishing,0604271453.k3RErJn2031279,localhost.localdomai
phishing,1601c66901$434b3236$394932c4,citibank.co
phishing,060427134936.4918A6CCF41,mail1.example.co
phishing,060427195006.DD8D16CCEB5,mail1.example.co
phishing,FGGXAXDBLJMHXUDMTQSTG,earthlink.ne
phishing,GFUXTINNOLLLKCXXSY,yahoo.co
phishing,060429045458.900004DB4D19,redakcja.trybuna.com.p
phishing,060429051301.ADAE64BC4,mail.weitasport.com.t
phishing,IAFLHMDPSUNJNOLPFP,rr.co
phishing,46361717.77656.qmail,eBay.co
phishing,WKLHRVVWVAVLAMFRXMFGZH,yahoo.co
phishing,GVEWGXGGTIENAQCMRAZK,yahoo.co
phishing,LVARTMWYYZTKDDOUXE,yahoo.co
phishing,FLVYURAYBDDBROQEBGI,yahoo.co
phishing,060501050243.1A0596FA365,mail2.example.co
phishing,060501103510.CE4FC81F8E,endor.snu.ac.k
phishing,060501122720.AC47211BAA08,vms01.pinky-skin.co
phishing,060502101429.5FBE26CCEA0,mail1.example.co
phishing,060502075300.30423.qmail,mail.kerami-tek.co
phishing,060502124439.5FC256CCEDD,mail1.example.co
phishing,060502231053.83E3AECCC5B,localhost.localhos
phishing,KNCYLPSPRJCNMHKZEG,yahoo.co
phishing,WHOTRMPXYAUKSBPKGCUZCB,hotmail.co
phishing,060503000446.31726.qmail,ns31740.ovh.ne
phishing,BYSJKVDNPFIJNFDIZYVRFYJ,msn.co
phishing,HFsKg2HHXrOxf,paypal.co
phishing,060503181810.09AB8F3A2CE,localhost.localhos
phishing,ORKCIKGTLMLPBGGJKCRCKH,Wamu.co
phishing,OLCJEOJWFTBBDPBZWE,Wamu.co
phishing,XHFRXVEVLKGBRECTEUPD,msn.co
phishing,0605040817.k448HBf3024064,bcsi.bcsii.co
phishing,0605041730.k44HUBtX021282,ns1.agentilavoro.co
phishing,060504151832.4BCC93ED277,thinserver3.lbtb.loca
phishing,0605050915.k459F2Da007332,localhost.localdomai
phishing,27347436.20060505151325,newcastlepermanent.com.a
phishing,060505162248.DB1B16CCEE9,mail1.example.co
phishing,060505231518.8D9876CCE4E,mail1.example.co
phishing,060506203345.436AD6FA275,mail2.example.co
phishing,060506201611.93EB56CCEE6,mail1.example.co
phishing,DOPMZPVCZYLBCTJSLPBJ,hotmail.co
phishing,46971901.26028.qmail,eBay.co
phishing,46971658.47402.qmail,wamu.co
phishing,BIGYRRTAYEEFDXYLVYVMT,verizon.ne
phishing,46999362.20092.qmail,rbc.co
phishing,060507211504.508E5112D787,localhost.localhos
phishing,060507205941.DD42B6CCE8F,mail1.example.co
phishing,060508061947.3FCB26CCE7C,mail1.example.co
phishing,060508155240.E5ADED8156D,mail.utechco.co
phishing,060508171452.72DA36CCE27,mail1.example.co
phishing,XZYOWIHZXWDHMJNTZLSRVN,comcast.ne
phishing,060509010344.C22296CCEA1,mail1.example.co
phishing,RMERS-L5RIGHEqBHk00000444,FARMERS-L5RIGH
phishing,DNMSCWQBVVNLOEDLPWU,PayPal.co
phishing,060509112822.54826998DB1,serve
phishing,IPVFWCRLSHUOSUYXNDUDDR,charter.ne
phishing,PLJGAOWFTJTYZPDXXK,yahoo.co
phishing,060509161907.D9F3A1206353,localhost.localhos
phishing,28849.qmail,eBay.co
phishing,AVQZJRNPVMASXFFDLZBACVZ,earthlink.ne
phishing,LL-4IYNGSAZACBYCf00000284,dell-4iyngsaza
phishing,GNOSMODS6AATiyhGv0000186b,cognosmod.manso.com.s
phishing,47232662.40636.66,paypal.co
phishing,reonine,yahoo.co
phishing,GNOSMODYx3G5aYY6100001956,cognosmod.manso.com.s
phishing,060510182424.3C8096CCEF1,mail1.example.co
phishing,060510220608.A5C0C6FA299,mail2.example.co
phishing,0605110107.k4B17J9G016855,wwwrelay4.it-austria.ne
phishing,0605110302.k4B32bUr016293,wwwrelay4.it-austria.ne
phishing,LYAMUFWZTKKBTDOHVMOG,verizon.ne
phishing,060511030904.69B3F8BA7C,mail.realhawk.co
phishing,ORPIO0SulnJ2IKkVm0000070c,scorpio.ACI.loca
phishing,060511083407.E0D516CCFC6,mail1.example.co
phishing,060511122324.6868.qmail,server132-han.de-nserver.d
phishing,BXZYMPGVAIEUBYNVDV,yahoo.co
phishing,060511173336.1DA06238A54,g5server.loca
phishing,TDGGAMPMHXNNATPXNFKCI,hotmail.co
phishing,BRTQULWUIFFMTTKRMYK,paypal.co
phishing,060512035434.5EB2E6FA349,mail2.example.co
phishing,FeUto-0001qh-E9,zeta.main-hosting.co
phishing,060512114113.28B636CCED1,mail1.example.co
phishing,FeYJo-0008MQ-00,thevillagehemet.co
phishing,060512142257.A264BB710F,mail.fastlink.l
phishing,060512155045.3D0E76CCEE6,mail1.example.co
phishing,MPUTERkZIhTrBoe2U00000fc3,compute
phishing,DXTMZZLBZKRRRYEOSTDATY,getlucky.co
phishing,ligate,yahoo.co
phishing,060513174734.CE1CB6CCE7D,mail1.example.co
phishing,0201c6765a$f470e188$bf78df0a,cszel
phishing,0605131837.k4DIauBp021616,neosight.ne
phishing,VXXIHOJLGJUICKXLHQ,yahoo.co
phishing,YKIHWYMOHQHJGWXBSOFPH,hotmail.co
phishing,060514124142.676F96CCE8B,mail1.example.co
phishing,060515004610.601EE81A3F0,a15179722.alturo-server.d
phishing,060515092535.43CF7BF8D07,correio.cral.com.b
phishing,FfbQC-00061w-2o,webserver.mmVirtual.co
phishing,7D6D6F.2280297,Banesnet.banesto.e
phishing,060515181024.2AC0C6CCF40,mail1.example.co
phishing,060515203124.1DC80B8916B,serve
phishing,0605152233.k4FMXqRJ002012,web-73.blueweb.co.k
phishing,9B4FD1.8779522,reports.bluesecurity.co
phishing,060516030829.E36D76CCED4,mail1.example.co
phishing,0605161437.KAA09638,vmail.pgcom.g
phishing,DEIHNSVCTADURKTCRKH,hotmail.co
phishing,nd,yahoo.co
phishing,QNELSVDUUUYPDXGRVFDD,yahoo.co
phishing,422407.9975389961534262.JavaMail.root,webmail
phishing,JZMOJSSPRXPCXFJKJCQU,verizon.ne
phishing,0605171537.k4HFbmN07821,teamkorea.co
phishing,0605181501.k4IF1qkM026698,mail.kckcc.ed
phishing,610oxft57614vlcs$2737j779$23eae85qr1,kin
phishing,61707186.JavaMail.14945,on-Mail00
phishing,TOMATIZACIONTANZw00000b81,automatizacio
phishing,060519233742.224806CD06B,mail1.example.co
phishing,0605200232.k4K2WLLO026576,mail.c-onsoft.co
phishing,0605200335.k4K3ZBsg001172,elearning.cvc.ac.t
phishing,060520102339.03CA66CD01C,mail1.example.co
phishing,QAVQMIHRBPCFPQSJJLJ,hotmail.co
phishing,060520112928.CD6FB6CD044,mail1.example.co
phishing,060520151430.EBA556CD04A,mail1.example.co
phishing,I-MAILtcEctybK8Yo00005e1f,mail.unirent.d
phishing,XINYHLLCJIWEAPHZKT,verizon.ne
phishing,IJAMFDDAFWAZQGHELJJFG,comcast.ne
phishing,0605221309.k4MD9jUr025896,barney.jeffpaz.co
phishing,YQIQVDKQQYAWSAIKPRMOXIV,yahoo.co
phishing,7Lt7-ysvT98-8V,cpanel.vstbuilder.com
phishing,060524232247.50F41868C2B,olcsopc.h
phishing,060525050541.9670B1BB0E,lujan.example.co
phishing,HAEJDTKSFIIYLWRFEHYDR,yahoo.co
phishing,INFOu9PH3IhA1qfT700000337,bninf
phishing,060525173948.0EE8FA3BCC,localhos
phishing,0605251954.k4PJsgUS015431,bcsi.bcsii.co
phishing,0605260155.k4Q1t73R010421,elearning.cvc.ac.t
phishing,JXANXTTBJOWHQOEBVXNAY,charter.ne
phishing,0605261442.k4QEgpXJ002205,elearning.cvc.ac.t
phishing,0605261730.k4QHUIrm014925,localhost.localdomai
phishing,060527110501.766146CD08D,mail1.example.co
phishing,060527222126.9F70C6CD153,mail1.example.co
phishing,060528081914.E7EAF6FA3CF,mail2.example.co
phishing,2309c37386$e9d88923$b00e68d7,embarg
phishing,FkO7A-000AVr-Og,mnw.r
phishing,BQWATYSUXQPJCCVBDAALYVS,yahoo.co
phishing,060529003207.C9E2B6FA2BF,mail2.example.co
phishing,060529053412.203966FA532,mail2.example.co
phishing,263890046.5586378406253657975738,paypal.co
phishing,LNMJLMOCQWMJVZZUCXZF,yahoo.co
phishing,48938163.58321.qmail,barclays.co.u
phishing,060530080827.5FC676CD1B4,mail1.example.co
phishing,074611158.7081,citicards.co
phishing,074620000.8718,citicards.co
phishing,074611458.176,citicards.co
phishing,TALSHXFEYAKIKMQTLBPEZJ,charter.ne
phishing,060531052450.71D776CD097,mail1.example.co
phishing,ZRVDDAMJOUDKPGRSJDLZ,hotmail.co
phishing,060531215348.979CE6FA4AA,mail2.example.co
phishing,WITCWJZTCHAPLONOLW,comcast.ne
phishing,NTRONWM9HHTmrZsZw00001d89,mintro
phishing,060601135906.3DE8630E290,mail.saintmichaelschool.or
phishing,FTEBEAYTKELSHMRHTAFFJIO,aol.co
phishing,MIN-5ZD78933D4KWi000000b5,admin-5zd78933
phishing,MESaGzW3yZty1sh4A000010c4,JAME
phishing,0606041641.k54GfsBX016701,62-213-86-209.megaopts4biz.co
phishing,MESFqX5KST7y6HYxN000006be,JAME
phishing,FDVGUCWIUAZWZJMNIHZ,yahoo.co
phishing,060605180040.090E744700D,saerc.t
phishing,49551381.69388.qmail,ncua.go
phishing,AWYHAPMXKNZCWTCOEFPZVI,yahoo.co
phishing,W-54F20S8UF1GNiZI000004e2,www-54f20s8uf1
phishing,RRPVQMCVFDZCGZMRMSIVKW,yahoo.co
phishing,LZXUFHMNTBPWZXDVJDP,hotmail.co
phishing,0606061214.k56CEYZW097308,lamas.rainbownet.co
phishing,XZVRTNFTGEQUIAXXEBRF,earthlink.ne
phishing,HITXHHQFIEYFUMFEPPNQGML,yahoo.co
phishing,ACLNZOCDRZABYHYQLYULA,aol.co
phishing,060607043220.A24E76CD031,mail1.example.co
phishing,0606070535.k575ZjLE005529,acces2.promo.r
phishing,MLAEBMHQQBKCEHCZYO,verizon.ne
phishing,MLAEBMHQQBKCEHCZYO,verizon.ne
phishing,RTWHWNRPTETDBWGXRDFOPZD,hotmail.co
phishing,5161129.20080601512411,ebay.d
phishing,Fo6NI-0000Tx-C1,server1.hostingplex.co
phishing,RVIXVURPVYZAOHZICGNWKLP,yahoo.co
phishing,RVIXVURPVYZAOHZICGNWKLP,yahoo.co
phishing,060607095429.17148.qmail,fr-155.kmain.co
phishing,060608144038.5BDCDC5FCD,dns.maze.com.t
phishing,LNAEOYANUPYCWTHKJKORKQU,charter.ne
phishing,7861704340392.9962.93535,altern-d24.msn.co
phishing,YVZKKZEWCCTFGFXPXBFZP,aol.co
phishing,OQIWYHHYJWYIAHJZSZWF,yahoo.co
phishing,060609091351.557926CD102,mail1.example.co
phishing,RSXPNLDIQVDXMLQIQI,yahoo.co
phishing,49852337.16025.qmail,PayPal.co
phishing,060609142137.B660A6CD171,mail1.example.co
phishing,$h$-rd-v1h8-95y28mft4,2npy.d
phishing,FUHAQQTPZFSGTADHLNFJIF,verizon.ne
phishing,CHHGEWHCLVQDVUGDGH,comcast.ne
phishing,VUEPBPJKMGYTPXAXIGHRIJ,msn.co
phishing,B21vdkmyCF1Hkikie000051fb,web
phishing,0606110231.k5B2Vud02014,weddingdjforyou.co
phishing,0606111213.k5BCCrwL022016,icapws.co
phishing,77-tp96v5007,b4v.1.nvi.m
phishing,060612122834.B295133A640,mail2.valefertil.com.b
phishing,50124407.80758.qmail,paypal.co
phishing,060612220552.1FD816CD29E,mail1.example.co
phishing,dlj$37$7132h$$jz,88mysrwy13
phishing,0606130639.k5D6dSvk016510,server.unipattern.co
phishing,060613125744.CD5766CCE2F,mail1.example.co
phishing,060613181440.9E5A86CD0A9,mail1.example.co
phishing,5775$8l4lo20,jzya.e
phishing,EMCZLGCXQRRSOPZQJFV,yahoo.co
phishing,50323044.32198.qmail,ncua.go
phishing,3bieLYCT4aJ6pkNzP000001ce,pc
phishing,HKSXCUCDTCPJOGQWPNQ,verizon.ne
phishing,ILMCTG1spPBdfAYtl000010a1,mail.nelsonadmin.or
phishing,FDLKMSBZGGMOPFHIWTFOOJT,yahoo.co
phishing,060616064715.68CB021FE3F,mail.networkx.h
phishing,PjoVa8grB33UKyM25000004aa,FT
phishing,0606161714.k5GHECh6030939,mba.s
phishing,VEGAALTAV8xl8WW920000286d,mrvegaalt
phishing,FrKNc-0000u5-TQ,server1.innocent-group.co.u
phishing,0606162023.k5GKN7ds003838,neosight.ne
phishing,0606170020.k5H0KJjl046737,ps544.phatservers.co
phishing,xc935-u-62-8771dkm-9p,pmxq3j
phishing,ZVVEOPHICKEZZCYOYCLHYMG,yahoo.co
phishing,060618005846.0B0836FA486,mail2.example.co
phishing,KIZTUWMURNJENKWFSEXBJ,earthlink.ne
phishing,060618091255.855026CCDF7,mail1.example.co
phishing,NBEFJWUHTFBZYGVQNMSVKPT,msn.co
phishing,42784106.20060618094724,02.ebay.co
phishing,0606182338.k5INclSl007278,neosight.ne
phishing,0606190313.k5J3DN027630,spam.thegeekempire.ne
phishing,50679229.15159.qmail,paypal.co
phishing,060619044258.0F9B76CD0F8,mail1.example.co
phishing,060619131908.40B6B6CD182,mail1.example.co
phishing,060619210829.D2E126CCF1F,mail1.example.co
phishing,SC-SJm8OtprR0E6fa00000270,kbsc-s.kbsc.msgy.co
phishing,RSTON00GzrLCCtgx800000122,MARSTON00.marston.loca
phishing,50823034.17355.qmail,paypal.co
phishing,19934667.20060620134954,midamerica.co
phishing,060621104114.290006CD08D,mail1.example.co
phishing,0606212340.k5LNe2Df030544,neosight.ne
phishing,060622043357.42091.qmail,locallead.co
phishing,060622211747.84BFF6CCF82,mail1.example.co
phishing,0606231332.k5NDWgb2028764,server1.workingdogsoftware.co
phishing,aqlrugdzfnfmahypmgcjiir,mailexcite.co
phishing,JYLTJZYBEOHAYDQYFJMOKQ,yahoo.co
phishing,060623125735.A7F296FA48F,mail2.example.co
phishing,696l300u7$647d2t-0l2,45n.oriyus.r1
phishing,HXEBWNWVRPWNYWRSQCVBUI,vipmail.r
phishing,d7a550bf769bd37decdb4c001326c8,spendingevenmore.co
phishing,OYVDNQBWQHDYETDMIWATRW,uol.com.b
phishing,LHOCTARESEPSPPDKEQMLDQX,yahoo.co
phishing,5786.17.1312465,-0.list.r
phishing,RKPOBSOQDIDVYEYGZSM,chol.co
phishing,MLEYQPCCDRBQLZSXMQW,kornet.ne
phishing,fs0st-4z$4-3-1$v,ilb3bni7
phishing,2801c696c9$03ed9790$e047290a,kivaba
